id,title,genres,release_date,director,cast,vote_average,vote_count,popularity,runtime,overview,keywords,status,spoken_languages,production_companies,production_countries,budget,revenue
21,22 Jump Street,"['Crime', 'Comedy', 'Action']",2014-06-05,"['Phil Lord', 'Christopher Miller']","['Jonah Hill', 'Channing Tatum', 'Dave Franco', 'Ice Cube', 'Nick Offerman', 'Peter Stormare', 'Rob Riggle', 'Wyatt Russell', 'Richard Grieco', 'Amber Stevens', 'Jillian Bell', 'Jimmy Tatro', 'Caroline Aaron', 'Joe Chrest', 'Marc Evan Jackson', 'Eddie J. Fernandez', 'Dax Flame', 'Johnny Pemberton', 'Anna Faris', 'Bill Hader', 'Patton Oswalt', 'Seth Rogen', 'Queen Latifah', 'Dustin Nguyen', ""Ramiro 'Ramir' Delgado Ruiz""]",7.0,3319,52.380982,112.0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","['high school', 'undercover cop', 'buddy comedy', 'aftercreditsstinger', 'duringcreditsstinger']",Released,['English'],"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",['United States of America'],50000000,188441614
22,25th Hour,"['Crime', 'Drama']",2002-12-16,['Spike Lee'],"['Edward Norton', 'Philip Seymour Hoffman', 'Barry Pepper', 'Rosario Dawson', 'Anna Paquin', 'Brian Cox', 'Tony Siragusa', 'Levan Uchaneishvili', 'Misha Kuznetsov', 'Isiah Whitlock Jr.', 'Michael Genet', ""Patrice O'Neal"", 'Al Palagonia', 'Aaron Stanford', 'Dania Ramirez', 'Larissa Drekonja', 'Michole Briana White', 'Tony Devon']",7.2,629,30.196039,135.0,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.","['prison', 'prisoner', 'dream', 'drug dealer', 'nightclub', 'american dream', 'male friendship', 'melancholy', 'girlfriend', 'friendship', 'aftercreditsstinger']",Released,['English'],"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],15000000,13060843
23,27 Dresses,"['Comedy', 'Romance']",2008-01-10,['Anne Fletcher'],"['Katherine Heigl', 'James Marsden', 'Malin Åkerman', 'Judy Greer', 'Edward Burns', 'Melora Hardin', 'Brian Kerwin', 'Maulik Pancholy', 'David Castro', 'Krysten Ritter', 'Michael Ziegfeld', 'Peyton List', 'Jennifer Lim', 'Danielle Skraastad', 'Yetta Gottesman', 'Erin Fogel', 'Bern Cohen', 'Brigitte Bourdeau', 'Charli Barcena', 'Jane Pfitsch', 'Laksh Singh', 'Lyralen Kaye', 'Ronald Guttman', 'Ron Simons', 'Robert Clohessy', 'Michael Mosley', 'Alyssa Bresnahan', 'Ellen H. Schwartz', 'Jennifer Bassey', 'Alexa Havins', ""Richard O'Rourke""]",6.1,978,30.695228,111.0,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,"['lovesickness', 'newspaper', 'bar', 'sister sister relationship', 'new love', 'wedding planer', 'witness', 'bride', 'bridesmaid', 'sister', 'music', 'romantic comedy', 'sibling rivalry', 'reporter', 'wedding', 'woman director']",Released,['English'],"['Spyglass Entertainment', 'Fox 2000 Pictures', 'Dune Entertainment III']",['United States of America'],30000000,160259319
24,28 Days,"['Comedy', 'Drama']",2000-04-06,['Betty Thomas'],"['Sandra Bullock', 'Viggo Mortensen', 'Dominic West', 'Elizabeth Perkins', 'Alan Tudyk', 'Steve Buscemi', 'Reni Santoni', 'Marianne Jean-Baptiste', ""Mike O'Malley"", 'Azura Skye', 'Diane Ladd', 'Margo Martindale', 'Joanne Pankow', 'Susan Krebs', 'Katie Scharf', 'Meredith Deane', 'Loudon Wainwright III', 'Corinne Reilly', 'Christina Chang', 'Jim Moody', 'Brittani Warrick', 'Elijah Kelley', 'Ric Reitz', 'Andrew Dolan', 'Maeve McGuire', 'Frank Hoyt Taylor', 'Dan Byrd']",6.0,208,5.418921,103.0,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.","['alcoholism', 'urteil', 'car crash', 'wedding', 'withdrawal', 'woman director']",Released,['English'],['Columbia Pictures'],['United States of America'],43000000,0
25,28 Days Later,"['Horror', 'Thriller', 'Science Fiction']",2002-10-31,['Danny Boyle'],"['Cillian Murphy', 'Naomie Harris', 'Noah Huntley', 'Christopher Dunne', 'Emma Hitching', 'Alexander Delamere', 'Kim McGarrity', 'Brendan Gleeson', 'Megan Burns', 'Justin Hackney', 'Luke Mably', 'Stuart McQuarrie', 'Ricci Harnett', 'Leo Bill', 'Junior Laniyan', 'Ray Panthaki', 'Christopher Eccleston', 'Alex Palmer', 'Bindu De Stoppani', 'Jukka Hiltunen', 'David Schneider', 'Toby Sedgwick']",7.1,1777,45.490374,113.0,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.","['london england', 'manchester city', 'submachine gun', 'gas station', 'survivor', 'daughter', 'zombie', 'virus']",Released,"['Español', 'English']","['DNA Films', 'British Film Council']",['United Kingdom'],5000000,82719885
26,28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",2007-04-26,['Juan Carlos Fresnadillo'],"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Beans El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait', 'William Meredith', 'Matt Reeves', 'Thomas Garvey', 'Tom Bodell', 'Andrew Byron', 'Sarah Finigan', 'Roderic Culver', 'Maeve Malley-Ryan', 'Ed Coleman', 'Karen Meagher', 'Amanda Lawrence', 'Drew Rhys-Williams', 'Raymond Waring', 'Kish Sharma', 'Jane Thorne', 'Dean Alexandrou', 'Didier Dell Benjamin', 'Gareth Clarke', 'James Fiddy', 'Tommy Gunn', 'Daniel Jefferson', 'Debbie Kurup', 'Selina Lo', 'João Costa Menezes', 'Jane Osborn', 'Jude Poyer', 'Joseph Ripley', 'Simon Delaney', 'Stuart Adams', 'Daniel Baggs', 'Katie Borland', 'Jason Curle', 'Laine Edwards', 'Pip Henderson']",6.5,1197,34.759855,100.0,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.","['london england', 'loss of mother', 'loss of family', 'mutant', 'pest', 'dying and death', 'chaos', 'parts of dead body', 'survivor', 'supernatural', 'survival', 'on the run', 'zombie', 'danger', 'escapade', 'virus', 'plague', 'female corpse', 'siblings relations', 'deadly', 'chases and races', 'chaos and mayham', 'human nature']",Released,['English'],"['DNA Films', 'Figment Films', 'Sociedad General de Cine S.A.', 'UK Film Council', 'Fox Atomic', 'Koan Films']","['Spain', 'United Kingdom']",15000000,64238440
27,3 Days to Kill,"['Action', 'Drama', 'Thriller', 'Crime']",2014-02-14,['McG'],"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen', 'Tómas Lemarquis', 'Richard Sammel', 'Marc Andréoni', 'Bruno Ricci', 'Jonas Bloquet', 'Eriq Ebouaney', 'Joakhim Sigue', 'Alison Valence', 'Big John', 'Michaël Vander-Meiren', 'Paolo Calia', 'Xavier Lemaître']",6.0,883,41.638961,113.0,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.","['retirement', 'secret service', 'illegal drugs']",Released,['English'],"['Wonderland Sound and Vision', 'EuropaCorp', 'Relativity Media', '3DTK', 'Feelgood Entertainment', 'Paradise/MGN']","['France', 'United States of America']",28000000,52597999
28,30 Days of Night,"['Horror', 'Thriller']",2007-10-17,['David Slade'],"['Josh Hartnett', 'Melissa George', 'Ben Foster', 'Danny Huston', 'Mark Boone Junior', 'Craig Hall', 'Chic Littlewood', 'Manu Bennett', 'Nathaniel Lees', 'Elizabeth Hawthorne', 'Joel Tobeck', 'Kate Elliott', 'Camille Keenan', 'Peter Feeney', 'Pua Magasiva', 'Mark Rendall', 'Amber Sainsbury', 'Megan Franich', 'Jared Turner', 'Kelson Henderson', 'Dayna Porter', 'John Wraight', 'Kate Butler', 'Thomas Newman', 'Patrick Kake', 'Rachel Maitland-Smith', 'Min Windle', 'Jack Walley', 'Elizabeth McRae', 'Joe Dekkers-Reihana', 'Grant Tilly', 'John Rawls', 'Melissa Billington', 'Jacob Tomuri', ""Kate O'Rourke"", 'Ben Fransham', 'Andrew Stehlin', 'Tim McLachlan', 'Jarrod Martin', 'Allan Smith', 'Aaron Cortesi', 'Abbey-May Wakefield']",6.2,767,33.394082,113.0,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.","['sunrise', 'winter', 'vampire', 'marriage crisis', 'alaska', 'based on graphic novel', 'blizzard', 'blood lust', 'polar night']",Released,['English'],"['Columbia Pictures', 'Dark Horse Entertainment', 'Ghost House Pictures', 'HorrorFlix']","['New Zealand', 'United States of America']",30000000,75505973
29,300,"['Action', 'Adventure', 'War']",2006-12-09,['Zack Snyder'],"['Gerard Butler', 'Lena Headey', 'Dominic West', 'David Wenham', 'Vincent Regan', 'Michael Fassbender', 'Tom Wisdom', 'Andrew Tiernan', 'Andrew Pleavin', 'Rodrigo Santoro', 'Giovani Cimmino', 'Tyler Neitzel', 'Stephen McHattie', 'Eli Snyder', 'Tim Connolly', 'Marie-Julie Rivest', 'Peter Mensah', 'Arthur Holden', 'Michael Sinelnikoff', 'Kelly Craig', 'Greg Kramer', 'Alex Ivanovici', 'Tom Rack', 'David Francis', 'James Bradford', 'Sebastian St. Germain', 'John Dunn-Hill', 'Dennis St John', 'Neil Napier', 'Dylan Smith', 'Maurizio Terrazzano', 'Kwasi Songui', 'Alexandra Beaton', 'Frédéric Smith', 'Loucas Minchillo', 'Nicholas Minchillo', 'Andrew Shaver', 'Marcel Jeannin', 'Robin Wilcock', 'Robert Paradis', 'Jere Gillis', 'Jeremy Thibodeau', 'Tyrone Benskin', 'Robert Maillet', 'Patrick Sabongui', 'David Schaap', 'Leon Laderach', 'Dave Lapommeray', 'Vervi Mauricio', 'Charles Papasoff', 'Isabelle Champeau', 'Veronique-Natale Szalankiewicz', 'Maéva Nadon', 'David Thibodeau', 'Jean Michel Paré', 'Stewart Myiow', 'Andreanne Ross', 'Sara Giacalone', 'Ariadne Bourbonnière', 'Isabelle Fournel', 'Sandrine Merette-Attiow', 'Danielle Hubbard', 'Elisabeth Etienne', 'Ruan Vibegaard', 'Genevieve Guilbault', 'Bonnie Mak', 'Amélie Sorel', 'Caroline Aspirot', 'Gina Gagnon', 'Tania Trudell', 'Stéphanie Aubry', 'Mercedes Leggett', 'Stephania Gambaroff', 'Chanelle Lamothe', 'Sabrina-Jasmine Guilbault', 'Manny Cortez Tuazon', 'Atif Y. Siddiqi', 'Camille Rizkallah', 'Trudi Hanley', 'Neon Cobran', 'Gary A. Hecker', 'Devin Delorme', 'Deke Richards', 'Darren Shahlavi', 'Marc Trottier', 'Duy Vo Van', 'Agnieshka Wnorowska']",7.0,4997,65.197968,117.0,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.","['evisceration', 'javelin', 'shield', 'army', 'fall from height', 'ancient world', 's.a.t.', 'minions']",Released,['English'],"['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']",['United States of America'],65000000,422610419
30,300: Rise of an Empire,"['Action', 'War']",2014-03-05,['Noam Murro'],"['Sullivan Stapleton', 'Eva Green', 'Lena Headey', 'Callan Mulvey', 'David Wenham', 'Rodrigo Santoro', ""Jack O'Connell"", 'Andrew Tiernan', 'Ashraf Barhom', 'Andrew Pleavin', 'Hans Matheson', 'Peter Mensah', 'Ben Turner', 'Christopher Boyer', 'Fred Ochs', 'Price Carson', 'John Michael Herndon', 'David Pevsner', 'Peter Ferdinando', 'Igal Naor', 'Luke Roberts', 'George Georgiou', 'Farshad Farahat', 'Christopher Sciueref', 'Steven Cree', 'Caitlin Carmichael', 'Jade Chynoweth', 'Kevin Fry', 'David Sterne', 'Gregor Truter', 'Vincent Walsh', 'Nick Court', 'Mark Killeen', 'Daniel Rashev', 'Dimiter Martinov', 'Stefan Ivanov', 'Atanas Srebrev', 'Mark Aaron Wagner', 'Nancy McCrumb', 'Bo Roberts', 'Gregory Shelby', 'Velizar Peev']",6.1,2397,71.510596,102.0,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.","['based on graphic novel', 'ancient greece', 'duringcreditsstinger', 'sea battle', 'hand to hand combat', 'minions', 'naval warfare', '3d']",Released,['English'],"['Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']",['United States of America'],110000000,337580051
31,3:10 to Yuma,['Western'],2007-09-06,['James Mangold'],"['Russell Crowe', 'Christian Bale', 'Logan Lerman', 'Dallas Roberts', 'Peter Fonda', 'Gretchen Mol', 'Ben Foster', 'Alan Tudyk', 'Vinessa Shaw', 'Lennie Loftin', 'Rio Alexander', 'Pat Ricotti', 'Shawn Howell', 'Johnny Whitworth', 'Kevin Durand', 'Ramon Frank', 'Deryle J. Lujan', ""James 'Scotty' Augare"", 'Brian Duffy', 'Jason Rodriguez', 'Chris Browning', 'Chad Brummett', 'Forrest Fyre', 'Luke Wilson', 'Benjamin Petry', 'Arron Shiver', 'Sean Hennigan', 'Girard Swan', 'Christopher Berry', 'David Oliver', 'Jason Henning', 'Barbara Bartleson', 'James Blackburn', 'Brian Brown', 'Trevor Coppola', 'Harp Corrigan', 'Hugh Elliot', 'Darren Gibson', 'KC King', 'Melinda Kramer', 'Brent Lambert', 'Billy Lockwood', 'J. Nathan Simmons', 'Art Usher']",6.9,1188,48.801089,122.0,"In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.","['saloon', 'hero', 'liberation of prisoners', 'transport of prisoners', 'wilderness', 'dying and death', 'race against time', 'railway car', 'stetson', 'rivalry', 'gang', 'gunfight', 'crime', 'family', 'psychological', 'dishonesty', 'heroic mission', 'righting the wronged', 'chases and races', 'parents and children', 'mind and soul']",Released,['English'],"['Tree Line Films', 'Lionsgate', 'Relativity Media', 'Yuma']",['United States of America'],55000000,70016220
32,"4 Months, 3 Weeks and 2 Days",['Drama'],2007-08-24,['Cristian Mungiu'],"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Carauleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu', 'Tania Popa', 'Teodor Corban', 'Eugenia Bosânceanu', 'Marioara Sterian', 'Georgeta Paduraru Burdujan', 'Geo Dobre', 'Mădălina Ghițescu', 'Catalina Harabagiu', 'Sanziana Tarta', 'Adina Cristescu', 'Constantin Bojog']",7.3,156,9.270133,113.0,"Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.","['rape', 'hotel room', 'totalitarian regime', 'cohabitant', 'female friendship', 'dormitory', 'best friend', 'contraception', 'romanian new wave']",Released,['Română'],"['Saga Film', 'Mobra Films', 'Mindshare Media', 'Centrul National al Cinematografiei (CNC)', 'McCann-Erickson', 'Televiziunea Romana (TVR1)', 'Hubert Bals Fund of the Rotterdam Festival, The']","['Belgium', 'Romania']",852510,1185783
33,42,['Drama'],2013-04-12,['Brian Helgeland'],"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie', 'Christopher Meloni', 'John C. McGinley', 'Ryan Merriman', 'Jud Tylor', 'Brett Cullen', 'Brad Beyer', 'Lucas Black', 'André Holland', 'Alan Tudyk', 'Hamish Linklater', 'James Pickens Jr.', 'Gino Anthony Pesi', 'Kelley Jakle', 'Jennifer Cocker', 'Toby Huss', 'Max Gail', 'Peter MacKenzie', 'Henry G. Sanders']",6.8,787,31.884559,128.0,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.","['baseball', 'biography', 'sport', 'brooklyn dodgers']",Released,['Unspecified'],['Warner Bros.'],['United States of America'],40000000,95020213
34,50 First Dates,"['Comedy', 'Romance']",2004-02-13,['Peter Segal'],"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Sean Astin', 'Lusia Strus', 'Dan Aykroyd', 'Blake Clark', 'Amy Hill', 'Allen Covert', 'Maya Rudolph', ""Pomaika'i Brown"", 'Jonathan Loughran', 'Peter Dante', 'Dom Magwili', 'Jackie Sandler', 'J.D. Donaruma', 'Lynn Collins', 'Wayne Federman', 'Esmond Chung', 'Kristin Bauer van Straten', 'Nectar Rose', 'Virginia Reece', 'Katheryn Winnick', 'Kent Avenido', 'Nika Williams', 'Brenda Vivian', 'Peter Chen', 'Kevin James', 'Joe Nakashima', 'Anne Stedman', 'Sharon Omi', 'Glen Chin', 'Aukuso Gus Puluti Sr.', 'Ishtar Uhvana', 'Chantell D. Christopher', 'Lin Yan', 'Nicola Hersh', 'Melissa Lawner', 'David Suapaia', 'Michael K. Osborn', 'Denise Bee', 'Albert Chi', 'Brian L. Keaulana', 'Americus Abesamis', 'Jessica Bowman', 'Paul Edney', 'Darin Fujimori', 'Jordan Kirkwood', 'Michelle Lee', 'Anthony Patricio', 'Mark Pinkosh', 'Missi Pyle', 'Darlena Roberts', 'John Patrick Shulak', 'Meilinda Cecilia Soerjoko']",6.6,2105,61.437586,99.0,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.","['deja vu', 'amnesia', 'hawaii', 'ladykiller', 'romantic comedy']",Released,['English'],"['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content', 'Flower Films (II)']",['United States of America'],75000000,196482882
