title,id,genres,release_date,vote_average,vote_count,popularity,runtime,overview,keywords,tagline,status,spoken_languages,production_companies,production_countries,budget,revenue
Pulp Fiction,680,"['Thriller', 'Crime']",1994-10-08,8.3,8428,121.463076,154.0,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","['transporter', 'brothel', 'drug dealer', 'boxer', 'massage', 'stolen money', 'crime boss', 'dance contest', 'junkyard', 'kamikaze', 'ambiguous ending', 'briefcase', 'redemption', 'heirloom', 'pulp fiction', 'reference to al green', 'theft', 'brutality']",Just because you are a character doesn't mean you have character.,Released,"['English', 'Español', 'Français']","['Miramax Films', 'A Band Apart', 'Jersey Films']",['United States of America'],8000000,213928762
The Hobbit: The Battle of the Five Armies,122917,"['Action', 'Adventure', 'Fantasy']",2014-12-10,7.1,4760,120.965743,144.0,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'dragon', 'battle', 'unlikely friendship', 'epic battle', 'sword and sorcery']",Witness the defining chapter of the Middle-Earth saga,Released,['English'],"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', '3Foot7', 'Metro-Goldwyn-Mayer (MGM)']","['New Zealand', 'United States of America']",250000000,956019788
Iron Man,1726,"['Action', 'Science Fiction', 'Adventure']",2008-04-30,7.4,8776,120.725053,126.0,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",Heroes aren't born. They're built.,Released,"['English', 'فارسی', 'اردو', 'العربية']",['Marvel Studios'],['United States of America'],140000000,585174222
Ant-Man,102899,"['Science Fiction', 'Action', 'Adventure']",2015-07-14,7.0,5880,120.09361,117.0,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","['marvel comic', 'superhero', 'based on comic book', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",Heroes don't get any bigger.,Released,['English'],['Marvel Studios'],['United States of America'],130000000,519311965
Spirited Away,129,"['Fantasy', 'Adventure', 'Animation', 'Family']",2001-07-20,8.3,3840,118.968562,125.0,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,"['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']",The tunnel led Chihiro to a mysterious town...,Released,['日本語'],['Studio Ghibli'],['Japan'],15000000,274925095
X-Men: Days of Future Past,127585,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",2014-05-15,7.5,6032,118.078691,131.0,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']","To save the future, they must alter the past",Released,['English'],"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']","['United Kingdom', 'United States of America']",250000000,747862775
Chappie,198184,"['Crime', 'Action', 'Science Fiction']",2015-03-04,6.6,3062,116.700319,120.0,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.","['artificial intelligence', 'android', 'robot', 'near future', 'robot cop']",I am consciousness. I am alive. I am Chappie.,Released,['English'],"['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']","['Mexico', 'South Africa', 'United States of America']",49000000,104399548
Night at the Museum: Secret of the Tomb,181533,"['Adventure', 'Comedy', 'Fantasy', 'Family']",2014-12-17,6.1,1851,115.597753,97.0,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","['night watchman', 'museum', 'natural history', 'history', 'smithsonian']",One Final Night to Save the Day.,Released,['English'],"['Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']","['United Kingdom', 'United States of America']",127000000,349424282
Lucy,240832,"['Action', 'Science Fiction']",2014-07-14,6.3,5878,115.241998,89.0,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']",The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Released,"['普通话', 'English', 'Français', 'Español', '한국어/조선말']","['Universal Pictures', 'TF1 Films Production', 'Canal+', 'EuropaCorp', 'Ciné+']","['France', 'United States of America']",40000000,126546825
Batman Begins,272,"['Action', 'Crime', 'Drama']",2005-06-10,7.5,7359,115.040024,140.0,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","['himalaya', 'martial arts', 'dc comics', 'crime fighter', 'secret identity', 'undercover', 'hero', 'loss of father', 'society', 'gotham city', 'vigilante', 'superhero', 'based on comic book', 'rivalry', 'tragic hero', 'ninja', 'good vs evil', 'crime', 'super powers', 'haunted by the past', 'evil doctor', 'escapade', 'master villain', 'fighting crime', 'unfulfillment', 'love and romance', 'unfulfilled love']",Evil fears the knight.,Released,"['English', 'اردو', '普通话']","['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']","['United Kingdom', 'United States of America']",150000000,374218673
Mission: Impossible - Rogue Nation,177677,"['Action', 'Adventure', 'Thriller']",2015-07-23,7.1,3224,114.522237,131.0,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","['london england', 'spy', 'austria', 'villain', 'sequel', 'mission', 'conspiracy', 'vienna opera', 'vienna']",Desperate Times. Desperate Measures.,Released,"['Deutsch', 'English', 'svenska']","['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']","['China', 'United States of America']",150000000,682330139
Despicable Me,20352,"['Animation', 'Family']",2010-07-08,7.1,6478,113.858273,95.0,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","['adoptive father', 'orphanage', ""life's dream"", 'rivalry', 'stealing', 'ballet', 'little girl', 'orphan', 'father daughter relationship', 'tomboy', 'mother son relationship', 'intelligent', 'kids', 'evil doctor', 'duringcreditsstinger', 'minions', 'supervillain', '3d', 'despicable', 'cattivissimo']",Superbad. Superdad.,Released,['English'],"['Universal Pictures', 'Illumination Entertainment']",['United States of America'],69000000,543513985
Maze Runner: The Scorch Trials,294254,['Action'],2015-09-09,6.4,3040,113.161483,132.0,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","['based on novel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia', 'infection', 'on the run', 'escape', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'city ruin', 'immunity']",The Maze Was Just the Beginning.,Released,['English'],"['Gotham Group', 'Temple Hill Entertainment', 'TSG Entertainment']",['United States of America'],61000000,311256926
The Dark Knight Rises,49026,"['Action', 'Crime', 'Drama', 'Thriller']",2012-07-16,7.6,9106,112.31295,165.0,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","['dc comics', 'crime fighter', 'terrorist', 'secret identity', 'burglar', 'hostage drama', 'time bomb', 'gotham city', 'vigilante', 'cover-up', 'superhero', 'villainess', 'tragic hero', 'terrorism', 'destruction', 'catwoman', 'cat burglar', 'imax', 'flood', 'criminal underworld', 'batman']",The Legend Ends,Released,['English'],"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']",['United States of America'],250000000,1084939099
Maleficent,102651,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",2014-05-28,7.0,4496,110.620647,97.0,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.","['fairy tale', 'villain', 'sleeping beauty', 'dark fantasy', 'based on fairy tale', 'adaptation', 'retelling', 'literary adaptation', '3d']",Don't believe the fairy tale.,Released,['English'],"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']",['United States of America'],180000000,758539785
